	address	name	title	График работы	Опыт работы	Сфера деятельности
10409	Москва, м. Курская, Курский вокзал	rabota_vahtoy_v_moskovskoy_obl._gruzchik_1569555792	Работа вахтой в Московской обл. Грузчик	вахтовый метод	не имеет значения	Без опыта, студенты
10410	Москва, м. Панфиловская, улица Панфилова, 4к1	trebuetsya_nyanya_932898761	Требуется няня			
10411	Москва, м. Улица Скобелевская, улица Брусилова, 41	prodavets-kassir_scherbinka_1707338720	Продавец-кассир (Щербинка)	полный день	более 1 года	Продажи
10412	Москва, м. Коломенская, улица Речников, 19	slesar_elektromehanik_1019688165	Слесарь, электромеханик			
10413	Москва, м. Рязанский проспект, Рязанский проспект	voditel_1624732794	Водитель	сменный график	не имеет значения	Транспорт, логистика
10414	Арбатско-Покровская линия, Москва, м. Щелковская, метро Щёлковская	merchendayzer_-_gruzchik_schelkovskaya_626046959	Мерчендайзер - грузчик / Щелковская	полный день	не имеет значения	Продажи
10415	"м. Аэропорт,  
 Ленинградский проспект 39/80"	povar_goryachego_tseha_1532717670	Повар горячего цеха			
10416	Москва, м. Домодедовская, метро Домодедовская	montazhnik-santehnik_1188095940	Монтажник-сантехник	полный день	более 1 года	Строительство
10417	Арбатско-Покровская линия, Москва, м. Пятницкое шоссе, метро Пятницкое шоссе	voditel_kategorii_vs_1642805160	Водитель категории В,С	сменный график	более 1 года	Транспорт, логистика
10419	Москва, м. Шаболовская, Донская улица, 31	prodavets_1675401396	Продавец			
10420	Москва, м. Савеловская, ул. Полтавская, 2	nochnoy_ohrannik_1699673565	Ночной охранник			
10421	"м. Кузнецкий мост,  
 Петровка 18/2"	ofitsiant_1565822074	Официант			
10423	Москва, м. Верхние Лихоборы, Дмитровское шоссе, 73с1	kassir-povar_1254447375	Кассир-Повар	полный день	не имеет значения	Туризм, рестораны
